Crime_ID,Crime_Type,City,Area,Latitude,Longitude,Date,Victim_Age,Suspect_Age,Status
590,Murder,Belagavi,Devan,15.353285,75.213525,2026-04-06,56,23,Under Investigation
591,Drug Trafficking,Mysuru,Bala Circle,15.826307,75.16558,2026-04-06,33,24,Under Investigation
592,Robbery,Bengaluru,Naik Road,12.528924,76.61007,2025-08-07,40,36,Under Investigation
593,Kidnapping,Hubballi,Devi Nagar,18.392344,76.829412,2025-10-18,22,26,Closed
594,Theft,Mangaluru,Shah Ganj,12.61525,77.771345,2025-11-23,37,18,Closed
595,Fraud,Hubballi,Srinivasan Chowk,15.538056,75.780808,2025-10-28,34,23,Open
596,Drug Trafficking,Mangaluru,Sahota Street,15.653898,77.950156,2026-06-23,70,29,Closed
597,Kidnapping,Belagavi,Yadav Road,13.749565,74.538118,2025-12-30,36,32,Open
598,Kidnapping,Shivamogga,Naidu,15.841423,74.982785,2026-01-01,37,29,Closed
599,Kidnapping,Hubballi,Sanghvi Marg,13.240072,77.512967,2025-10-30,37,38,Closed
600,Kidnapping,Hubballi,Ray Circle,12.983499,78.588376,2026-06-01,58,48,Under Investigation
601,Drug Trafficking,Mysuru,Saraf Marg,14.406066,76.443155,2025-10-20,49,50,Open
602,Robbery,Mysuru,Bail Circle,11.885494,78.258502,2025-10-09,18,20,Open
603,Cyber Crime,Shivamogga,Rana Road,13.95527,78.493987,2026-02-19,56,29,Under Investigation
604,Cyber Crime,Shivamogga,Bhatia Marg,12.191473,74.952941,2026-07-05,44,24,Closed
605,Cyber Crime,Shivamogga,Golla Ganj,14.210698,75.750507,2026-03-16,40,32,Under Investigation
606,Kidnapping,Shivamogga,Seshadri Marg,17.590768,76.811083,2025-09-17,45,21,Under Investigation
607,Cyber Crime,Belagavi,Murthy,18.429191,74.379711,2025-12-21,45,32,Under Investigation
608,Murder,Belagavi,Dave Path,17.396603,75.653314,2025-10-05,58,29,Closed
609,Kidnapping,Shivamogga,Char Nagar,13.79809,75.984011,2026-05-23,21,60,Open
610,Murder,Mangaluru,Muni Street,16.55158,75.206136,2026-07-01,30,55,Closed
611,Assault,Shivamogga,Varty Street,14.71599,76.068162,2026-01-08,46,28,Open
612,Kidnapping,Shivamogga,Guha,16.039252,78.590863,2025-10-07,20,33,Closed
613,Robbery,Belagavi,Bera Street,11.971841,77.49477,2026-05-01,41,18,Open
614,Kidnapping,Mysuru,Shankar Circle,16.637539,74.545457,2026-01-09,60,26,Closed
615,Fraud,Hubballi,Kanda Marg,14.711705,76.676418,2025-10-30,20,49,Closed
616,Theft,Belagavi,Mallick Road,11.836664,74.553159,2026-01-19,41,50,Closed
617,Drug Trafficking,Bengaluru,Kumer Nagar,13.128491,76.477477,2026-05-23,67,42,Closed
618,Drug Trafficking,Bengaluru,Dani Ganj,16.915716,75.944681,2026-04-25,60,47,Under Investigation
619,Fraud,Belagavi,Yohannan Street,11.905088,77.741651,2026-04-10,58,32,Open
620,Assault,Belagavi,Ganesan Marg,18.182868,76.253244,2025-11-09,51,53,Under Investigation
621,Fraud,Mysuru,Parmar Zila,15.890468,76.484503,2026-02-16,33,45,Under Investigation
622,Kidnapping,Mangaluru,Vaidya Zila,15.568143,77.332228,2026-03-26,30,21,Open
623,Drug Trafficking,Belagavi,Venkatesh,14.676621,76.398434,2025-08-18,28,25,Closed
624,Kidnapping,Belagavi,Atwal Ganj,13.743479,75.554378,2026-04-16,55,47,Closed
625,Drug Trafficking,Mangaluru,Warrior Street,15.306231,77.132368,2025-11-27,55,34,Under Investigation
626,Fraud,Bengaluru,Chand Zila,14.996913,77.506038,2025-12-09,53,25,Closed
627,Fraud,Mysuru,Mohanty Marg,16.185928,78.130819,2026-02-12,33,29,Under Investigation
628,Drug Trafficking,Belagavi,Swamy,14.838541,75.098916,2026-05-25,37,31,Under Investigation
629,Assault,Shivamogga,Sarkar Zila,11.906751,75.517118,2026-04-11,58,49,Open
630,Robbery,Bengaluru,Narain Nagar,18.259627,75.992367,2025-09-18,41,42,Open
631,Robbery,Shivamogga,Garg Circle,16.427419,75.729818,2025-08-06,54,54,Closed
632,Murder,Mangaluru,Bhandari Chowk,17.457542,74.696067,2025-11-04,18,57,Open
633,Cyber Crime,Bengaluru,Char Marg,12.349947,77.367226,2026-03-08,70,58,Under Investigation
634,Fraud,Mangaluru,Raju Circle,17.37897,77.256352,2026-02-22,60,41,Closed
635,Kidnapping,Shivamogga,Bansal Nagar,18.359013,74.023333,2026-03-28,28,21,Under Investigation
636,Assault,Hubballi,Deep Marg,15.973967,76.123621,2026-06-28,32,55,Closed
637,Cyber Crime,Mangaluru,Lala Street,13.524659,76.82082,2026-02-27,22,38,Under Investigation
638,Murder,Bengaluru,Palla Road,14.500413,74.785432,2026-07-16,66,21,Open
639,Cyber Crime,Mysuru,Shan Street,11.972194,76.007316,2026-04-21,44,22,Closed
640,Theft,Bengaluru,Sane Road,15.757603,78.044047,2025-09-12,48,48,Under Investigation
641,Fraud,Belagavi,Lal Nagar,13.977001,76.197739,2025-12-10,42,57,Closed
642,Robbery,Mangaluru,Rao Circle,17.014849,77.392659,2026-07-01,44,37,Under Investigation
643,Theft,Bengaluru,Kala Chowk,15.49293,78.356674,2026-04-02,66,55,Under Investigation
644,Murder,Shivamogga,Sami Street,12.584711,75.177698,2026-03-23,65,32,Open
645,Fraud,Hubballi,Joshi Zila,15.766588,74.543878,2026-04-06,28,42,Under Investigation
646,Murder,Mangaluru,Sundaram Street,17.826829,78.521283,2026-01-03,56,31,Under Investigation
647,Cyber Crime,Shivamogga,Pall Marg,12.334538,78.331835,2025-08-28,67,50,Open
648,Robbery,Shivamogga,Srivastava Zila,11.833356,77.315876,2025-09-17,61,38,Under Investigation
649,Drug Trafficking,Shivamogga,Shukla Circle,12.041891,77.159074,2025-09-04,25,31,Under Investigation
650,Theft,Bengaluru,Vora Chowk,13.16273,74.210568,2026-06-25,37,33,Closed
651,Cyber Crime,Bengaluru,Pandit Road,18.154212,76.815608,2026-05-28,38,40,Closed
652,Fraud,Mangaluru,Subramaniam Path,13.610606,75.782386,2026-01-31,36,53,Under Investigation
653,Drug Trafficking,Hubballi,Badami Circle,17.299623,74.706864,2025-12-01,52,40,Open
654,Drug Trafficking,Belagavi,Dani Nagar,14.157783,76.84105,2026-07-09,70,49,Open
655,Drug Trafficking,Bengaluru,Chanda Road,17.141507,76.835983,2026-05-21,31,40,Under Investigation
656,Murder,Shivamogga,Lad,17.532003,75.352157,2025-09-26,24,44,Closed
657,Murder,Mangaluru,Ramakrishnan Zila,13.585552,78.475688,2025-11-10,23,54,Under Investigation
658,Cyber Crime,Mangaluru,Joshi Chowk,12.949764,77.665574,2026-04-22,48,20,Under Investigation
659,Drug Trafficking,Shivamogga,Dixit Street,12.466464,75.847529,2026-05-14,25,38,Open
660,Theft,Mysuru,Narula Marg,16.84127,75.530267,2025-09-13,59,38,Under Investigation
661,Assault,Mysuru,Loke Path,16.524509,77.839216,2026-05-02,68,38,Under Investigation
662,Cyber Crime,Belagavi,Sen Path,14.180277,78.589318,2026-03-17,30,18,Under Investigation
663,Theft,Shivamogga,Nagy Marg,15.48521,75.479671,2026-04-30,38,35,Open
664,Robbery,Belagavi,Radhakrishnan Street,15.090781,77.760392,2026-05-11,24,51,Under Investigation
665,Robbery,Mysuru,Sankar,12.71827,77.420388,2026-02-04,52,34,Open
666,Fraud,Shivamogga,Pandey Ganj,17.814199,77.593946,2026-04-20,53,18,Open
667,Robbery,Hubballi,Soman Marg,18.063137,77.348117,2025-12-17,29,46,Under Investigation
668,Murder,Mangaluru,Raman Circle,15.403087,76.106841,2026-04-07,51,46,Open
669,Robbery,Shivamogga,Wable,18.399727,74.331687,2026-07-05,34,54,Under Investigation
670,Theft,Mysuru,Kalita Street,14.185903,74.164073,2026-03-31,60,26,Under Investigation
671,Murder,Mangaluru,Vig Ganj,16.416673,75.883517,2026-07-06,18,47,Closed
672,Murder,Hubballi,Varty Ganj,15.573933,77.171674,2025-09-28,49,39,Closed
673,Murder,Bengaluru,Venkatesh,12.410045,77.414088,2025-08-28,18,21,Open
674,Murder,Hubballi,Mukherjee Marg,13.970922,76.577243,2025-08-13,57,27,Open
675,Murder,Hubballi,Bhagat,12.160539,74.413766,2025-11-26,65,46,Closed
676,Assault,Mangaluru,Pillai Circle,17.6389,74.454197,2026-07-21,55,47,Open
677,Robbery,Mysuru,Cheema,13.262624,77.221032,2026-05-15,32,43,Under Investigation
678,Fraud,Hubballi,Kurian Road,14.254767,78.589387,2025-10-05,64,57,Open
679,Fraud,Mysuru,Srinivasan Street,14.792251,76.757066,2025-09-18,45,59,Closed
680,Robbery,Hubballi,Suresh Chowk,15.535255,77.636388,2026-05-31,29,57,Open
681,Robbery,Belagavi,Ghosh Marg,12.871164,76.515245,2025-08-22,60,25,Under Investigation
682,Kidnapping,Hubballi,Dasgupta Street,12.324976,76.289658,2025-11-24,58,48,Closed
683,Robbery,Mysuru,Mahajan Zila,16.20226,74.754109,2026-01-03,31,49,Open
684,Murder,Mangaluru,Warrior Road,13.214417,74.244107,2025-08-29,57,33,Open
685,Assault,Hubballi,Nayar Street,16.991947,75.1009,2026-02-02,24,46,Open
686,Fraud,Mysuru,Oak,13.607091,75.051825,2025-12-17,42,28,Closed
687,Fraud,Bengaluru,Mutti Zila,15.979715,77.278295,2025-12-23,66,37,Open
688,Drug Trafficking,Shivamogga,Kota Path,13.278404,77.471374,2025-12-01,44,38,Open
689,Robbery,Shivamogga,Taneja Zila,16.593061,74.450841,2026-06-23,63,39,Closed
690,Kidnapping,Mysuru,Soman Ganj,11.808081,76.708005,2026-03-24,35,33,Open
691,Assault,Belagavi,Batta Ganj,13.005843,74.834405,2025-12-05,18,50,Closed
692,Robbery,Shivamogga,Tailor Nagar,17.056509,78.197342,2026-04-21,32,57,Under Investigation
693,Fraud,Mysuru,Kaul Zila,14.621351,75.109382,2025-09-12,49,38,Open
694,Theft,Bengaluru,Gade Road,18.108566,74.661485,2026-06-16,66,55,Closed
695,Assault,Bengaluru,Comar Street,18.355364,78.125321,2026-02-24,70,31,Under Investigation
696,Drug Trafficking,Shivamogga,Grewal,11.919939,76.904673,2026-06-29,21,35,Under Investigation
697,Assault,Mangaluru,Ray Zila,14.928702,78.219517,2026-02-26,67,50,Open
698,Fraud,Mangaluru,Gulati Ganj,12.290962,77.339237,2026-07-07,52,50,Open
699,Theft,Bengaluru,Bhagat Circle,17.908747,77.870944,2026-04-08,18,52,Under Investigation
700,Assault,Hubballi,Kibe Marg,13.351588,76.769139,2026-01-04,42,49,Open
701,Murder,Hubballi,Choudhary Chowk,15.54352,76.304485,2026-02-12,57,47,Open
702,Theft,Bengaluru,Kale Chowk,17.473262,76.360847,2025-08-25,54,50,Closed
703,Murder,Mysuru,Hayer Nagar,16.360242,74.795689,2026-06-06,25,50,Open
704,Theft,Shivamogga,Tata Street,16.36282,76.158978,2025-09-07,56,32,Closed
705,Drug Trafficking,Bengaluru,Sengupta Circle,11.807123,77.411348,2025-12-12,37,49,Under Investigation
706,Robbery,Bengaluru,Sani Street,15.253842,74.871809,2026-02-01,47,33,Closed
707,Kidnapping,Mangaluru,Som Circle,17.697343,78.096798,2026-02-16,28,60,Under Investigation
708,Murder,Mysuru,Hans Nagar,15.839697,76.943629,2025-11-11,38,56,Closed
709,Drug Trafficking,Shivamogga,Dhaliwal Zila,14.729109,75.027186,2026-06-19,53,40,Open
710,Robbery,Bengaluru,Memon Chowk,15.1813,74.677037,2026-01-15,22,39,Closed
711,Theft,Shivamogga,Thakur Ganj,16.697677,78.312141,2025-12-04,49,46,Open
712,Drug Trafficking,Mangaluru,Dixit Zila,16.870554,77.258709,2026-02-03,38,36,Open
713,Drug Trafficking,Bengaluru,Dara Circle,14.904365,78.102953,2026-03-12,32,59,Closed
714,Cyber Crime,Mysuru,Bir Street,16.706426,75.690113,2025-10-14,20,22,Closed
715,Kidnapping,Belagavi,Devan Path,18.222535,75.298874,2026-03-13,54,37,Under Investigation
716,Kidnapping,Mysuru,Mani Zila,15.645079,74.485569,2025-10-15,39,20,Closed
717,Drug Trafficking,Bengaluru,Bhavsar Chowk,13.839831,77.526758,2025-12-19,22,50,Under Investigation
718,Cyber Crime,Mysuru,Sen Zila,17.856279,78.273726,2026-02-12,22,33,Open
719,Kidnapping,Mysuru,Khosla,13.51205,74.896137,2026-05-30,42,31,Under Investigation
720,Cyber Crime,Mysuru,De Chowk,17.453177,74.503085,2025-11-18,43,55,Under Investigation
721,Kidnapping,Hubballi,Lall Marg,13.216171,76.004369,2025-12-29,70,35,Under Investigation
722,Assault,Belagavi,Mitra Marg,15.656429,78.078907,2026-02-14,50,36,Open
723,Kidnapping,Shivamogga,Narayan Marg,14.861508,76.010809,2026-01-19,19,42,Open
724,Assault,Shivamogga,Borde Chowk,17.624713,78.02179,2026-06-29,18,40,Open
725,Fraud,Belagavi,Apte Street,15.319152,74.668624,2026-01-01,25,44,Under Investigation
726,Kidnapping,Shivamogga,Pradhan Road,17.403555,77.010367,2026-07-13,46,38,Open
727,Assault,Hubballi,Borah Nagar,15.499191,75.436308,2025-12-31,19,55,Open
728,Assault,Shivamogga,Hayer Nagar,18.072778,76.389543,2026-07-03,41,60,Closed
729,Assault,Hubballi,Bhat Street,11.906176,76.500555,2026-02-04,52,53,Closed
730,Theft,Shivamogga,Mallick Path,11.848583,78.157378,2025-10-20,47,54,Open
731,Kidnapping,Mangaluru,Butala Nagar,14.432086,74.007449,2025-10-23,33,32,Open
732,Cyber Crime,Bengaluru,Karpe Zila,16.793795,77.354293,2025-11-15,55,41,Open
733,Assault,Belagavi,Mammen Path,12.119153,76.898288,2025-11-12,22,36,Open
734,Cyber Crime,Bengaluru,Singh Ganj,15.838655,75.667462,2026-04-10,30,25,Under Investigation
735,Cyber Crime,Mangaluru,Buch Chowk,12.02745,75.952899,2026-07-02,23,56,Under Investigation
736,Assault,Mangaluru,Prashad Road,16.201607,77.055255,2026-02-22,52,60,Closed
737,Kidnapping,Shivamogga,Babu Road,17.488691,77.866198,2025-11-01,54,37,Closed
738,Fraud,Shivamogga,Dalal Nagar,15.838279,78.008774,2026-03-30,55,51,Open
739,Assault,Mangaluru,Hayre Chowk,17.557457,77.969074,2025-10-27,46,23,Under Investigation
740,Assault,Mangaluru,Batra Zila,15.822803,76.320386,2025-11-12,57,45,Under Investigation
741,Murder,Hubballi,Korpal Path,15.009353,77.14046,2025-11-14,22,36,Open
742,Kidnapping,Mangaluru,Pau,18.257646,74.838219,2025-11-11,69,22,Under Investigation
743,Theft,Shivamogga,Pathak Marg,14.181214,78.159287,2025-08-08,51,33,Closed
744,Drug Trafficking,Shivamogga,Gopal Marg,16.785287,76.361391,2026-07-22,34,40,Closed
745,Cyber Crime,Mangaluru,Mani Road,11.922129,78.301802,2026-04-25,52,49,Open
746,Fraud,Shivamogga,Sahota Ganj,14.061283,74.540912,2026-04-12,41,57,Under Investigation
747,Fraud,Hubballi,Kanda Zila,17.994863,75.406125,2026-06-11,60,43,Closed
748,Murder,Belagavi,Shukla Zila,13.410084,77.521205,2026-01-09,21,21,Closed
749,Kidnapping,Mysuru,Comar Street,13.938411,74.653339,2025-09-26,35,52,Open
750,Drug Trafficking,Belagavi,Ravi,17.465109,76.427811,2026-06-11,44,29,Under Investigation
751,Assault,Hubballi,Gade Ganj,15.142083,77.514317,2025-11-09,48,19,Under Investigation
752,Robbery,Belagavi,Kara Chowk,15.612161,76.714203,2025-11-18,37,21,Closed
753,Robbery,Hubballi,Cheema Street,13.418445,74.685117,2026-03-06,57,21,Open
754,Robbery,Mangaluru,Grewal Street,16.196368,75.502883,2026-06-30,37,52,Closed
755,Kidnapping,Hubballi,Dewan Circle,13.410727,75.834925,2025-09-10,26,58,Closed
756,Theft,Mangaluru,Gola Marg,15.326577,76.340973,2025-08-24,36,57,Closed
757,Cyber Crime,Mangaluru,Suri,14.743502,75.93018,2026-04-26,44,42,Closed
758,Cyber Crime,Shivamogga,Walia Chowk,18.467137,78.119449,2026-01-29,60,56,Closed
759,Assault,Hubballi,Nayar Marg,17.613578,76.246237,2026-04-28,20,55,Open
760,Theft,Belagavi,Chaudhary Path,12.392791,74.433804,2025-07-27,62,54,Closed
761,Assault,Bengaluru,Khosla,16.223308,75.596532,2025-11-24,69,20,Open
762,Fraud,Bengaluru,Thaman Ganj,16.35349,78.454381,2026-07-20,68,41,Open
763,Fraud,Mangaluru,Chauhan Ganj,12.743216,78.287995,2025-11-03,32,27,Under Investigation
764,Robbery,Mangaluru,Doctor Zila,13.323176,77.769071,2025-09-20,61,24,Open
765,Assault,Bengaluru,Salvi Street,13.414172,78.01983,2025-08-30,60,55,Closed
766,Murder,Mysuru,Bhatti Ganj,16.939876,76.100116,2025-09-07,46,54,Open
767,Cyber Crime,Mangaluru,Manne Circle,16.525332,74.515887,2025-12-11,60,22,Open
768,Theft,Shivamogga,Chaudhari Chowk,17.714804,74.45189,2025-12-11,28,47,Closed
769,Fraud,Hubballi,Gopal Marg,14.701637,78.471423,2026-07-15,22,51,Closed
770,Kidnapping,Bengaluru,Banik Zila,14.984011,76.799764,2025-11-03,66,30,Closed
771,Cyber Crime,Belagavi,Som Ganj,17.991683,78.095031,2025-09-06,67,24,Open
772,Assault,Bengaluru,Ramakrishnan Road,12.996694,74.133246,2026-01-01,53,35,Closed
773,Cyber Crime,Mysuru,D’Alia Street,16.225851,75.136114,2026-04-28,43,34,Closed
774,Theft,Mangaluru,Kohli Path,16.320967,74.07842,2025-10-19,65,59,Closed
775,Robbery,Mysuru,Basu,17.424745,76.000294,2025-10-07,30,53,Closed
776,Fraud,Belagavi,Subramaniam Chowk,18.038876,76.175708,2026-04-17,51,25,Closed
777,Robbery,Hubballi,Bhattacharyya Ganj,17.776123,75.152577,2025-12-31,31,45,Under Investigation
778,Kidnapping,Hubballi,Soni Ganj,16.795472,75.062037,2026-04-20,51,41,Open
779,Cyber Crime,Hubballi,Parekh Chowk,16.804191,77.642437,2026-03-19,62,35,Open
780,Theft,Mysuru,Prashad,16.142252,74.168116,2026-07-09,30,51,Under Investigation
781,Drug Trafficking,Hubballi,Nanda Path,17.696546,74.49784,2026-02-11,53,53,Closed
782,Kidnapping,Mangaluru,Sarna Zila,15.702658,78.545885,2026-07-14,61,29,Under Investigation
783,Murder,Hubballi,Nigam Ganj,12.671459,75.886952,2025-09-22,46,25,Under Investigation
784,Drug Trafficking,Hubballi,Ganguly Nagar,12.816483,78.54883,2026-01-16,50,42,Closed
785,Kidnapping,Hubballi,Dubey,13.997868,78.523966,2025-08-17,19,33,Open
786,Drug Trafficking,Mysuru,Saraf Zila,12.970561,77.898605,2026-04-06,66,58,Closed
787,Drug Trafficking,Belagavi,Yogi Circle,11.847135,75.37541,2026-07-21,32,23,Open
788,Fraud,Bengaluru,Mandal Road,14.288013,74.878826,2025-10-15,44,51,Closed
789,Cyber Crime,Bengaluru,Choudhary Nagar,12.890744,76.396045,2026-02-11,56,22,Open
790,Assault,Belagavi,Sahota Ganj,15.285099,78.044396,2026-04-07,64,27,Open
791,Murder,Mysuru,Buch Ganj,17.555378,75.690219,2026-04-26,50,32,Closed
792,Kidnapping,Hubballi,Chokshi,15.35258,78.362015,2025-12-23,36,36,Open
793,Murder,Belagavi,Vaidya Marg,16.050235,77.845405,2026-07-22,50,19,Under Investigation
794,Robbery,Hubballi,Narang Zila,16.48489,75.994937,2025-12-22,32,45,Under Investigation
795,Drug Trafficking,Bengaluru,Bhandari Nagar,14.580812,74.804134,2026-03-10,18,54,Open
796,Cyber Crime,Shivamogga,Parmer Marg,14.013404,76.75185,2026-05-05,38,49,Under Investigation
797,Theft,Shivamogga,Manne Road,15.070075,76.663435,2026-04-16,47,25,Open
798,Kidnapping,Belagavi,Karnik Ganj,13.791502,74.320326,2026-02-08,22,48,Open
799,Kidnapping,Shivamogga,Deshmukh Chowk,17.959017,77.07446,2026-03-31,40,43,Closed
800,Fraud,Mysuru,Bains Road,14.944227,74.238357,2025-08-30,26,35,Under Investigation
801,Robbery,Mysuru,Sampath Path,14.697967,78.038083,2025-07-26,27,59,Under Investigation
802,Kidnapping,Mysuru,Bedi Marg,15.36014,78.066339,2026-07-07,39,50,Closed
803,Murder,Bengaluru,Bhatti Road,14.483671,77.459285,2025-09-12,63,41,Closed
804,Robbery,Hubballi,Das Zila,13.573394,75.544514,2026-07-08,46,37,Open
805,Theft,Mangaluru,Rege Ganj,18.176925,76.803077,2026-03-20,37,58,Open
806,Assault,Belagavi,Oak Path,14.557539,78.576413,2026-01-03,70,55,Closed
807,Assault,Mangaluru,Bumb Road,12.938674,77.245443,2025-09-18,52,56,Under Investigation
808,Assault,Shivamogga,Bhasin Marg,13.616337,74.963829,2025-11-22,22,58,Under Investigation
809,Murder,Mysuru,Ganesh Path,12.054463,76.129208,2026-05-17,66,19,Under Investigation
810,Theft,Bengaluru,Kuruvilla Chowk,15.84185,75.471115,2025-12-19,69,27,Under Investigation
811,Robbery,Mangaluru,Randhawa Marg,17.599323,77.347581,2026-06-10,23,39,Open
812,Murder,Mysuru,Sinha Path,11.952781,74.071974,2025-10-03,25,23,Open
813,Murder,Hubballi,Sachdeva Nagar,15.192671,74.545089,2025-12-09,41,34,Open
814,Theft,Mysuru,Kannan Circle,13.563462,75.213507,2025-11-01,60,24,Closed
815,Drug Trafficking,Hubballi,Khare Ganj,17.844903,75.832343,2025-11-13,56,25,Closed
816,Robbery,Shivamogga,Borah Circle,16.390523,77.724166,2026-05-06,56,51,Under Investigation
817,Fraud,Belagavi,Sahota Road,17.893596,77.105551,2025-12-22,48,42,Open
818,Drug Trafficking,Shivamogga,Mammen Road,12.105394,74.310494,2026-04-17,33,51,Closed
819,Robbery,Belagavi,Brahmbhatt Road,17.971114,75.967405,2026-07-16,58,55,Under Investigation
820,Robbery,Bengaluru,Pillai Road,18.232962,76.127688,2026-04-02,46,49,Closed
821,Theft,Belagavi,Sehgal Ganj,16.080185,78.490822,2026-06-03,19,24,Under Investigation
822,Kidnapping,Hubballi,Luthra Marg,17.811821,74.330579,2025-09-12,50,42,Under Investigation
823,Robbery,Shivamogga,Muni Marg,11.863244,78.113705,2026-06-12,22,49,Closed
824,Fraud,Shivamogga,Viswanathan Circle,13.624283,75.901803,2026-07-20,55,51,Under Investigation
825,Cyber Crime,Mysuru,Srinivas Road,17.949034,74.979964,2026-05-10,31,38,Under Investigation
826,Cyber Crime,Mangaluru,Rattan Marg,12.408139,76.215152,2026-04-27,29,55,Open
827,Cyber Crime,Mysuru,Nagar Zila,12.734016,75.433009,2025-12-07,42,19,Open
828,Murder,Mysuru,Sarin Nagar,12.335054,74.638063,2026-05-10,43,56,Closed
829,Murder,Shivamogga,Balan Path,14.750785,77.201286,2025-12-09,42,33,Under Investigation
830,Theft,Shivamogga,Dutta Marg,14.37682,74.955805,2026-01-29,51,28,Closed
831,Cyber Crime,Hubballi,Bhalla Road,15.540252,75.441443,2026-07-03,29,36,Open
832,Kidnapping,Bengaluru,Nagy Marg,14.414476,78.471644,2026-06-29,25,35,Closed
833,Drug Trafficking,Hubballi,Buch Ganj,12.287087,74.366109,2026-06-21,64,27,Open
834,Fraud,Bengaluru,Ray Street,14.086748,77.911407,2026-02-20,67,48,Open
835,Robbery,Mangaluru,Wali Road,15.673728,74.86347,2026-03-13,30,44,Closed
836,Murder,Mysuru,Jani Chowk,16.482266,78.046889,2026-05-16,28,53,Closed
837,Assault,Bengaluru,Ramachandran Marg,13.109299,75.731216,2025-09-19,62,35,Open
838,Cyber Crime,Shivamogga,Varughese Marg,13.657123,78.084941,2025-09-14,60,19,Under Investigation
839,Drug Trafficking,Shivamogga,Comar Circle,15.879553,78.562679,2025-08-22,61,45,Closed
840,Assault,Belagavi,Dutt Street,16.375656,75.285622,2025-12-20,36,19,Open
841,Fraud,Bengaluru,De Road,14.361304,74.537095,2026-07-23,63,33,Closed
842,Robbery,Shivamogga,Kunda Street,17.296768,76.011277,2026-02-02,51,53,Closed
843,Theft,Belagavi,Srinivasan Chowk,17.344383,76.152968,2026-04-04,46,41,Under Investigation
844,Murder,Mysuru,Nair,15.834966,76.135109,2025-10-31,56,37,Under Investigation
845,Robbery,Belagavi,Som Zila,12.055215,76.829971,2025-12-20,64,21,Under Investigation
846,Fraud,Bengaluru,Pandit Ganj,17.114829,74.56338,2026-02-08,49,59,Under Investigation
847,Drug Trafficking,Mysuru,Chander,17.525944,78.388637,2026-04-08,46,23,Closed
848,Cyber Crime,Mysuru,Dyal Path,12.587533,75.664266,2026-01-27,65,40,Under Investigation
849,Assault,Mysuru,Kaul Circle,11.940684,74.364572,2026-07-06,19,38,Under Investigation
850,Drug Trafficking,Shivamogga,Swaminathan Zila,15.553949,76.463645,2025-12-03,55,23,Open
851,Kidnapping,Belagavi,Hari Road,15.06914,76.772093,2025-11-06,45,27,Open
852,Drug Trafficking,Mangaluru,Venkatesh Path,12.956216,76.264076,2026-05-23,48,48,Closed
853,Robbery,Mysuru,Upadhyay Path,14.335972,75.364074,2026-07-24,62,58,Open
854,Fraud,Shivamogga,Ganesh Chowk,16.07763,74.671842,2025-09-02,63,27,Open
855,Cyber Crime,Hubballi,Sehgal Chowk,13.112368,78.320191,2026-06-16,52,53,Under Investigation
856,Robbery,Bengaluru,Randhawa Circle,13.837501,77.596627,2026-04-15,48,34,Under Investigation
857,Fraud,Belagavi,Shere Zila,14.918839,74.946112,2026-05-24,46,33,Closed
858,Fraud,Shivamogga,Devi Road,16.795853,78.138973,2025-11-21,31,23,Under Investigation
859,Theft,Hubballi,Kadakia Street,17.626609,77.932646,2026-01-21,63,21,Open
860,Theft,Shivamogga,Kapoor Street,15.690644,74.906885,2025-08-12,62,56,Under Investigation
861,Assault,Hubballi,Badami Zila,12.449536,74.799539,2026-02-21,52,57,Open
862,Fraud,Mangaluru,Konda Marg,14.616485,78.343117,2025-09-19,49,44,Under Investigation
863,Robbery,Mysuru,Bora Road,17.209325,74.308053,2025-11-18,46,47,Under Investigation
864,Drug Trafficking,Bengaluru,Acharya Path,17.408004,76.566045,2026-01-12,27,28,Closed
865,Robbery,Hubballi,Deep Path,16.806717,74.598069,2026-03-17,47,48,Closed
866,Theft,Shivamogga,Muni Chowk,15.452299,74.454639,2026-04-19,62,18,Under Investigation
867,Drug Trafficking,Mysuru,Menon Circle,13.042529,76.571945,2026-04-05,69,29,Under Investigation
868,Robbery,Bengaluru,Kamdar,17.64179,76.80847,2026-05-22,23,58,Under Investigation
869,Robbery,Shivamogga,Shetty Chowk,16.580827,78.095072,2025-08-13,28,32,Under Investigation
870,Theft,Shivamogga,Kadakia Path,18.392801,78.296081,2025-12-26,66,54,Open
871,Murder,Mangaluru,Yadav Ganj,13.156691,74.86979,2026-07-22,48,23,Open
872,Cyber Crime,Belagavi,Luthra Zila,14.124099,74.274527,2025-08-07,42,36,Under Investigation
873,Drug Trafficking,Belagavi,Atwal Circle,11.821156,76.29873,2026-01-19,42,53,Closed
874,Murder,Belagavi,Palla Zila,13.862921,76.1135,2025-09-13,37,54,Open
875,Kidnapping,Bengaluru,Salvi Nagar,15.221687,75.391929,2025-11-07,60,45,Closed
876,Theft,Mysuru,Sankar Zila,14.784866,78.129686,2025-09-28,31,43,Open
877,Robbery,Belagavi,Goyal Chowk,12.945986,74.490864,2025-09-13,39,40,Closed
878,Theft,Belagavi,Lal Road,13.164211,74.976994,2026-05-25,49,46,Open
879,Cyber Crime,Hubballi,Sami Zila,13.245306,74.899635,2026-02-21,32,47,Open
880,Cyber Crime,Belagavi,Saha Circle,14.966593,75.847686,2025-08-24,52,53,Closed
881,Drug Trafficking,Mysuru,Barad Street,13.547394,76.409034,2026-02-28,59,57,Under Investigation
882,Cyber Crime,Mangaluru,Thakur Road,13.991858,74.074365,2026-03-27,55,50,Open
